client,probability_return,predicted_class,Recency,Frequency,Monetary,total_quantity,unique_items
client14447,0.37692305,0,2,35,69961,299,85
client12819,0.37692305,0,2,18,128380,319,91
client16513,0.37692305,0,2,12,76039,220,87
client3741,0.37692305,0,1,25,63768,190,80
client32361,0.37692305,0,2,15,60354,205,59
client8872,0.37692305,0,2,20,63076,230,79
client32234,0.37692305,0,2,50,56106,200,96
client16051,0.37692305,0,2,23,58696,188,60
client10481,0.37692305,0,1,35,98454,267,57
client13162,0.37692305,0,1,12,64429,228,83
client6411,0.37692305,0,2,32,78932,218,74
client885,0.37692305,0,1,24,59257,225,70
client14039,0.37692305,0,2,20,68499,218,81
client38206,0.37692305,0,2,33,105718,218,90
client23391,0.37692305,0,1,27,53432,239,61
client30620,0.37692305,0,2,29,52314,341,90
client16070,0.37692305,0,2,37,55353,193,58
client4071,0.37692305,0,1,43,71549,304,107
client7008,0.37692305,0,1,50,49303,186,109
client42332,0.37692305,0,1,14,68451,210,72
client39757,0.37692305,0,2,6,86112,241,63
client15647,0.37692305,0,1,33,62742,232,101
client22177,0.37692305,0,2,59,72068,244,99
client13745,0.37692305,0,2,37,53330,201,63
client13724,0.37692305,0,1,38,62852,322,97
client15842,0.37692305,0,1,38,66808,194,89
client34209,0.37692305,0,2,16,115844,247,68
client33162,0.37692305,0,2,17,63803,281,68
client16013,0.37692305,0,1,29,65835,207,64
client1288,0.37692305,0,1,31,90152,259,98
client22840,0.37692305,0,1,10,72823,331,106
client4536,0.37683082,0,7,5,94103,196,18
client33517,0.37661234,0,7,15,67316,246,107
client23792,0.37661234,0,7,29,98176,290,76
client36031,0.37661234,0,7,17,89340,185,74
client8409,0.37661234,0,7,22,85386,328,75
client31539,0.37661234,0,7,8,57543,180,73
client12475,0.37661234,0,7,25,100384,297,61
client19586,0.37661234,0,7,21,87184,237,101
client20611,0.37661234,0,7,30,50750,261,87
client37233,0.37661234,0,7,48,72507,179,72
client22862,0.37661234,0,7,14,114049,285,57
client19417,0.37661234,0,7,28,99368,302,88
client13667,0.37650618,0,5,10,16088,148,111
client28305,0.37650618,0,5,15,25872,159,110
client24725,0.3755072,0,5,21,31430,219,148
client8120,0.3755072,0,4,23,31353,211,111
client9943,0.37505496,0,15,40,104162,428,100
client17894,0.37505496,0,15,28,114143,445,59
client42718,0.37505496,0,15,37,151968,438,102
client14946,0.3746471,0,4,22,34583,187,54
client25559,0.37449113,0,6,56,46857,188,77
client32557,0.37449113,0,6,19,43809,209,66
client12403,0.37449113,0,6,20,45067,252,76
client11837,0.3741761,0,2,40,48263,200,90
client28567,0.3741761,0,2,44,44275,248,91
client4606,0.3741761,0,1,14,44036,205,69
client18318,0.3741761,0,1,38,46669,209,62
client41294,0.3741761,0,2,21,45736,218,107
client7031,0.37372988,0,18,64,170700,689,114
client38014,0.37359747,0,4,4,4682,243,14
client5900,0.3733808,0,2,52,172500,437,101
client27270,0.3733808,0,1,82,171425,393,101
client26260,0.37272006,0,3,11,16085,170,28
client12424,0.37272006,0,3,5,17005,152,22
client6075,0.37272006,0,3,7,25526,145,23
client33090,0.3724376,0,2,12,44206,150,24
client292,0.37238273,0,6,11,34356,365,34
client22619,0.37177238,0,9,81,114311,762,176
client34135,0.37171644,0,3,23,28337,229,100
client19772,0.37171644,0,3,33,15950,183,93
client2306,0.37171644,0,3,17,15256,179,74
client29269,0.37171644,0,3,13,30454,191,70
client11488,0.37171644,0,3,32,24855,228,84
client26647,0.37171644,0,3,32,21369,240,109
client24929,0.37171644,0,3,29,14255,202,107
client30705,0.37171644,0,3,26,29971,202,104
client30177,0.37110516,0,6,8,77744,281,44
client4235,0.37110516,0,6,7,74932,234,40
client38135,0.37110516,0,6,25,95071,247,37
client14975,0.3707406,0,7,17,69427,440,47
client41105,0.3707406,0,7,24,73512,396,54
client40681,0.3706509,0,9,49,40689,335,126
client14913,0.37045476,0,5,6,43969,153,25
client18451,0.37039322,0,10,36,48981,287,112
client31092,0.37039322,0,13,36,48943,315,174
client11143,0.37039322,0,12,61,46514,209,118
client29908,0.3702342,0,9,34,187317,614,222
client22129,0.36986303,0,4,23,61123,157,48
client28096,0.36986303,0,5,21,50830,160,51
client18547,0.36986303,0,4,17,51958,163,53
client33227,0.36934072,0,18,34,83196,582,128
client2241,0.36934072,0,19,50,113512,542,128
client10003,0.36934072,0,19,41,57061,586,110
client11640,0.36934072,0,19,30,129393,508,122
client2382,0.36934072,0,18,71,103878,455,157
client32883,0.36900792,0,6,30,33101,182,110
client14991,0.36869475,0,2,64,33563,224,114
client40173,0.36869475,0,1,30,33313,283,152
client33400,0.36869475,0,2,26,33196,187,115
client1870,0.3681932,0,6,22,42155,209,84
client19574,0.3681932,0,6,41,40563,207,74
client30505,0.3681932,0,6,14,40121,334,58
client12263,0.3681932,0,6,21,39561,184,87
client36394,0.3681932,0,6,35,38673,187,103
client16145,0.36788037,0,1,23,41976,196,98
client34011,0.36788037,0,1,22,34849,191,75
client12867,0.36788037,0,2,21,41420,285,105
client28816,0.36788037,0,2,21,34619,193,73
client25290,0.36788037,0,2,31,38908,273,106
client17085,0.36788037,0,2,18,41439,182,64
client20080,0.36788037,0,1,29,37134,185,85
client16643,0.36788037,0,2,24,42546,225,77
client2169,0.36788037,0,1,25,40143,202,66
client21436,0.36788037,0,2,12,41780,212,98
client32388,0.36788037,0,1,15,37601,222,79
client12543,0.36788037,0,1,4,34158,189,61
client37726,0.3676911,0,6,14,20351,230,146
client12783,0.3676911,0,6,47,29660,242,142
client9357,0.3676911,0,6,27,26290,213,142
client23753,0.3673784,0,2,16,18908,241,161
client19667,0.3673784,0,1,44,27167,257,111
client29628,0.3673784,0,1,50,25806,213,110
client7466,0.3673784,0,2,16,13740,179,122
client16699,0.3673784,0,2,24,19512,208,121
client34917,0.3673784,0,1,62,25242,245,165
client21417,0.3673784,0,2,42,27611,258,160
client8837,0.3673784,0,1,27,27977,239,124
client36658,0.36690935,0,15,14,11147,201,82
client3188,0.36683488,0,3,23,34820,168,52
client1962,0.36615402,0,2,5,37860,142,20
client21148,0.36615402,0,1,23,34974,177,29
client6218,0.36588797,0,9,18,50110,172,126
client29835,0.3656338,0,7,17,69767,267,41
client18048,0.3656338,0,7,9,80980,222,37
client17811,0.3654309,0,8,36,76082,492,99
client22923,0.3654309,0,8,19,113661,422,63
client32612,0.3654309,0,9,21,126400,427,56
client20169,0.3654309,0,9,29,87336,361,74
client10731,0.3654309,0,8,21,112965,368,88
client16542,0.3654309,0,8,37,104355,582,86
client37899,0.3641241,0,12,20,35700,287,132
client37905,0.3641241,0,10,25,34586,231,112
client18654,0.3641241,0,13,51,38809,252,130
client9100,0.36371052,0,11,44,359956,481,182
client5084,0.36344364,0,6,15,52029,166,80
client25532,0.36344364,0,6,27,60049,175,89
client31680,0.36344364,0,6,31,80186,173,85
client16444,0.36328033,0,12,24,327883,686,91
client7911,0.36274,0,7,29,39432,266,75
client37229,0.36274,0,7,24,37793,305,58
client18778,0.36274,0,7,8,38316,250,95
client42548,0.36274,0,7,17,39695,222,68
client20172,0.36230695,0,4,11,44803,153,49
client6395,0.3622411,0,7,20,24933,237,146
client4378,0.3622238,0,4,29,33446,331,103
client5178,0.36190873,0,4,11,22968,163,25
client7498,0.36136055,0,3,21,49150,102,62
client31604,0.3611134,0,6,15,78965,330,53
client14978,0.36104417,0,8,77,148063,687,292
client27247,0.36091745,0,5,21,24435,228,85
client1526,0.36091745,0,5,37,28798,189,81
client19690,0.36091745,0,4,37,19615,190,93
client32539,0.36091745,0,5,30,28174,184,101
client17555,0.36091745,0,4,14,20479,189,68
client8705,0.36091745,0,5,33,27733,235,61
client31832,0.36091745,0,4,17,26612,230,63
client35404,0.36091745,0,4,18,27992,179,92
client1258,0.3599455,0,16,32,64392,208,102
client7228,0.3599455,0,16,42,113516,309,92
client39620,0.3599455,0,15,11,86715,211,76
client15094,0.3599455,0,15,33,92637,206,109
client17829,0.3599455,0,15,32,62586,291,74
client1724,0.3599455,0,15,39,57247,306,88
client26918,0.3599455,0,16,23,94643,275,75
client10145,0.3599455,0,16,20,123031,283,70
client4137,0.3599455,0,15,37,54262,220,84
client7002,0.3599455,0,16,31,60818,187,90
client15837,0.3599455,0,16,39,98021,276,88
client15644,0.3599455,0,15,38,51537,186,83
client7866,0.3599455,0,15,13,59484,200,63
client21223,0.3599455,0,15,23,89216,187,72
client26510,0.3599455,0,15,14,58389,293,102
client42704,0.35937208,0,13,49,178291,339,142
client10567,0.35894358,0,10,29,121865,426,74
client39611,0.35894358,0,10,28,58240,382,97
client14608,0.35894358,0,12,29,148190,432,98
client16316,0.35894358,0,12,38,102795,363,109
client23695,0.35894358,0,11,30,106988,389,89
client22472,0.35894358,0,12,46,72451,543,85
client42567,0.35894358,0,12,39,86736,471,73
client31379,0.35894358,0,11,20,74493,372,100
client35826,0.35864264,0,19,41,141381,610,219
client1065,0.35864264,0,19,30,107498,376,184
client32383,0.35864264,0,19,43,99030,552,295
client10125,0.35864264,0,19,25,98116,365,213
client2975,0.35832515,0,2,21,51725,178,66
client1982,0.35832515,0,2,24,51431,177,75
client9571,0.35832515,0,1,17,92117,147,58
client42588,0.35832515,0,1,34,86562,174,63
client6165,0.3582255,0,3,7,7649,97,77
client34470,0.3582255,0,3,16,6392,84,71
client32748,0.3582255,0,3,7,8309,97,63
client24496,0.3582255,0,3,6,2556,87,59
client35073,0.35813,0,21,32,55391,399,113
client10503,0.35813,0,21,86,92311,461,165
client24841,0.35813,0,20,23,72217,410,144
client6641,0.35813,0,22,27,110011,401,133
client8406,0.35813,0,21,30,161118,369,130
client23715,0.35813,0,20,40,129310,419,142
client39898,0.35813,0,20,73,98221,462,149
client39216,0.35802093,0,7,29,86819,143,82
client42083,0.35802093,0,7,44,72748,172,93
client39763,0.35802093,0,7,16,50591,153,69
client38651,0.35802093,0,7,15,51376,170,93
client6090,0.35802093,0,7,25,69202,172,104
client12978,0.35802093,0,7,18,73648,169,60
client418,0.35797587,0,17,33,97101,536,104
client11007,0.35797587,0,17,9,128899,350,86
client27346,0.35791397,0,8,25,46152,387,95
client12036,0.35757932,0,5,3,10352,70,63
client35279,0.35757932,0,4,31,11052,120,71
client2113,0.3573194,0,6,14,34325,180,39
client13979,0.35701376,0,6,13,14644,293,230
client1366,0.35682344,0,1,9,90188,180,21
client11080,0.356705,0,2,22,13368,268,189
client31709,0.35609728,0,5,16,41799,144,47
client13615,0.35609728,0,4,21,42533,168,51
client37952,0.35609728,0,4,16,34960,153,54
client2092,0.3560094,0,1,26,90475,317,55
client28573,0.3560094,0,1,6,59717,180,51
client17384,0.3560094,0,1,15,97223,286,54
client31560,0.3560094,0,2,24,89970,325,50
client37382,0.3560094,0,2,6,70483,286,50
client16474,0.3560094,0,1,13,66523,322,51
client19404,0.35594466,0,6,26,47852,153,71
client1444,0.35570604,0,7,36,51528,337,54
client19038,0.35570604,0,7,12,75229,186,49
client19846,0.35570604,0,7,22,105523,291,53
client4259,0.35570604,0,7,5,50375,189,53
client23814,0.35563642,0,2,31,43911,146,58
client10231,0.35511497,0,25,49,239862,1510,114
client19457,0.35511497,0,23,55,253818,744,171
client10307,0.35511497,0,27,38,333681,784,162
client29556,0.35511497,0,23,32,209423,667,130
client37843,0.35511497,0,26,63,397763,669,119
client21810,0.35475397,0,1,13,28252,194,39
client5390,0.35475397,0,1,20,24676,197,42
client13672,0.35459286,0,9,38,149157,429,46
client17754,0.35459125,0,11,67,141737,689,240
client41687,0.35459125,0,14,75,121456,670,241
client14242,0.35459125,0,10,68,156048,765,185
client20254,0.35459125,0,12,39,104329,792,193
client6202,0.35459125,0,12,60,79266,651,360
client37834,0.35459125,0,14,61,140556,728,227
client5820,0.35459125,0,10,72,126450,783,227
client17693,0.35452384,0,3,15,33669,156,64
client2205,0.354331,0,18,41,69146,205,114
client14731,0.354331,0,19,25,51339,332,172
client38510,0.354331,0,19,35,53619,234,113
client35536,0.354331,0,19,27,53606,220,122
client575,0.35388067,0,3,20,44105,116,59
client19740,0.35362878,0,17,69,113338,692,289
client32113,0.35323834,0,3,7,32931,175,27
client27888,0.35322976,0,3,29,19242,147,68
client34167,0.35322976,0,3,11,29273,147,97
client7202,0.35322976,0,3,41,26636,146,64
client15981,0.35322976,0,3,21,19857,147,98
client5229,0.35322976,0,3,39,14521,176,102
client10161,0.35322976,0,3,36,21318,148,84
client39165,0.35322976,0,3,26,28689,155,86
client4744,0.35254917,0,5,1,2847,26,2
client20316,0.35254917,0,4,2,2725,25,1
client481,0.3524788,0,15,16,47561,201,59
client5407,0.3524788,0,15,22,44984,256,74
client42376,0.3522191,0,3,35,33618,283,51
client9108,0.35185248,0,21,64,197393,1009,180
client22023,0.35097635,0,17,43,45653,175,131
client38424,0.3509289,0,3,22,15089,201,52
client11784,0.35082197,0,25,34,82001,424,116
client42503,0.35082197,0,25,36,64678,350,176
client9681,0.35082197,0,23,28,62363,395,129
client4410,0.35082197,0,25,35,69677,363,136
client33798,0.35082197,0,25,17,81940,386,144
client11874,0.35082197,0,27,15,112401,483,113
client1819,0.35082197,0,23,24,141922,447,135
client21647,0.35082197,0,23,34,72029,397,143
client33867,0.35082197,0,24,38,133033,510,124
client8238,0.35082197,0,23,20,83045,405,176
client521,0.35070738,0,14,1,50239,39,6
client39221,0.35070738,0,13,4,49739,53,14
client42149,0.3507035,0,15,10,60802,189,19
client11325,0.35069442,0,4,28,68547,111,77
client14621,0.35069442,0,4,19,93275,130,75
client26401,0.35069442,0,4,24,51115,134,92
client27929,0.35057223,0,7,24,45082,156,87
client35487,0.3504917,0,8,21,51473,225,60
client26010,0.3504917,0,9,23,67438,242,88
client1234,0.3504917,0,8,33,72872,192,60
client24796,0.3504917,0,8,22,92943,206,73
client23676,0.3504917,0,9,20,104942,220,91
client15331,0.3504917,0,9,19,69698,289,98
client33824,0.3504917,0,9,29,56217,206,72
client2494,0.3504917,0,8,33,60356,247,86
client10263,0.3504917,0,9,23,111630,235,59
client1924,0.3504917,0,8,16,135909,337,75
client19961,0.3504917,0,8,22,57835,276,101
client352,0.3504917,0,8,35,72618,187,107
client12212,0.3504917,0,9,19,71618,195,73
client24628,0.3504917,0,8,20,123335,191,62
client24248,0.3504917,0,8,32,58632,215,71
client19016,0.3504917,0,8,20,84928,229,87
client20170,0.3504917,0,8,41,58822,250,102
client22873,0.3504917,0,8,28,54124,213,59
client41270,0.3504917,0,8,14,61993,204,87
client13202,0.3504917,0,9,31,102029,320,99
client6937,0.35026124,0,2,7,20220,322,25
client20928,0.35026124,0,1,38,17209,189,29
client1893,0.35012478,0,7,11,41030,228,13
client26865,0.34978423,0,6,22,40671,153,84
client6462,0.34947842,0,2,26,39827,167,73
client24774,0.34947842,0,2,44,39063,159,57
client31782,0.34947842,0,1,29,39858,176,88
client1825,0.34947842,0,2,14,41188,176,81
client35622,0.34947842,0,2,13,37943,156,56
client25463,0.34898767,0,1,35,11867,168,128
client41575,0.3481924,0,14,16,113494,523,34
client36042,0.3481924,0,15,80,54483,351,43
client17571,0.34802094,0,1,32,32996,282,112
client391,0.34773663,0,3,32,38722,131,80
client36837,0.34763294,0,3,11,10603,140,49
client2335,0.34763294,0,3,19,10191,70,50
client34851,0.34763294,0,3,12,9066,87,48
client28255,0.34763294,0,3,5,11052,80,42
client19164,0.3476016,0,5,16,8791,74,64
client6721,0.3476016,0,4,13,6431,86,57
client41651,0.3475777,0,20,62,98793,508,191
client13198,0.3475777,0,22,53,59172,443,204
client2927,0.3475777,0,22,19,108512,514,180
client1336,0.3475777,0,20,73,148256,563,218
client38780,0.34743464,0,16,73,129163,776,73
client16094,0.3472824,0,7,16,72419,155,41
client9238,0.34718886,0,1,12,34605,192,50
client42442,0.34718886,0,2,6,40718,218,55
client41802,0.34718886,0,2,15,34829,205,53
client7507,0.34709284,0,11,26,11349,454,272
client22517,0.3470595,0,9,25,385127,395,75
client30999,0.34691754,0,18,25,47290,256,162
client2788,0.3463461,0,16,22,33990,181,93
client5322,0.3463461,0,15,13,35207,218,65
client7246,0.3463461,0,16,26,39102,184,81
client25169,0.3463461,0,15,27,43268,179,81
client36705,0.3463461,0,15,24,35688,203,97
client16951,0.3463461,0,15,32,35225,213,80
client8339,0.34585747,0,15,40,26571,232,111
client36407,0.34548086,0,7,5,64456,160,32
client39495,0.3453616,0,10,34,35171,379,105
client37915,0.34523496,0,6,20,44271,175,46
client9602,0.34487358,0,11,38,15879,377,174
client30977,0.34460375,0,23,121,407138,2234,421
client22027,0.34445503,0,7,23,39930,151,79
client24214,0.34445503,0,7,12,35306,172,87
client41586,0.34412584,0,14,17,104181,225,58
client14633,0.34412584,0,11,39,78235,311,104
client4205,0.34412584,0,14,17,49701,330,61
client30598,0.34412584,0,10,33,66050,301,73
client17147,0.34412584,0,14,38,49596,207,75
client19301,0.34412584,0,12,47,62811,248,65
client20456,0.34412584,0,11,37,103566,326,95
client29516,0.34412584,0,12,16,51569,193,82
client28911,0.34412584,0,12,27,85105,250,72
client39548,0.34412584,0,13,27,138366,250,82
client37452,0.34412584,0,12,38,61175,317,94
client14102,0.34412584,0,13,33,50658,233,73
client11295,0.34412584,0,12,28,88624,286,84
client25544,0.34412584,0,13,14,75841,202,76
client29588,0.34412584,0,11,32,62953,346,83
client41360,0.34412584,0,13,30,76311,251,106
client163,0.34412584,0,11,33,62679,316,92
client25784,0.34412584,0,14,60,59740,205,94
client10513,0.34412584,0,11,19,86654,270,105
client28172,0.34412584,0,13,31,52041,223,92
client30172,0.34412584,0,14,21,65276,234,78
client41676,0.34412584,0,10,38,74653,208,98
client28995,0.34412584,0,10,28,68639,190,102
client19263,0.34412584,0,13,45,65311,198,83
client15296,0.34412584,0,10,44,104392,328,91
client30727,0.34412584,0,12,38,66357,329,108
client13352,0.34412584,0,12,26,99999,206,77
client21957,0.34412584,0,14,9,50919,252,74
client34293,0.34412584,0,12,40,65290,288,89
client31113,0.34412584,0,11,39,119680,242,79
client39870,0.34412584,0,11,24,50620,261,87
client27483,0.34412584,0,14,27,55723,227,79
client25606,0.34412584,0,14,16,106286,267,62
client222,0.34412584,0,12,16,49778,183,89
client6292,0.34412584,0,10,30,57642,310,66
client5882,0.34412584,0,14,24,55235,215,65
client13304,0.34412584,0,11,28,97171,208,100
client18153,0.34412584,0,12,28,84656,279,85
client5309,0.34412584,0,12,52,68066,251,97
client3334,0.34412584,0,14,21,110768,295,99
client33231,0.34412584,0,10,25,57651,201,81
client3257,0.34412584,0,13,30,146278,330,103
client19646,0.34412584,0,13,51,118911,299,69
client23055,0.34412584,0,13,40,86266,329,58
