item,abc,xyz,abc_xyz
sku21472,A,Z,AZ
sku13996,A,X,AX
sku15529,A,Z,AZ
sku20064,A,Z,AZ
sku6182,A,X,AX
sku26665,A,Z,AZ
sku29945,A,Z,AZ
sku9182,A,Z,AZ
sku7668,A,Y,AY
sku23189,A,X,AX
sku16892,A,X,AX
sku2816,A,Z,AZ
sku19087,A,X,AX
sku11019,A,Z,AZ
sku19896,A,Z,AZ
sku10070,A,X,AX
sku28521,A,X,AX
sku17770,A,Z,AZ
sku5431,A,Z,AZ
sku28176,A,Z,AZ
sku12958,A,Z,AZ
sku2523,A,Z,AZ
sku5970,A,Y,AY
sku25419,A,Z,AZ
sku15861,A,Z,AZ
sku22978,A,Z,AZ
sku13372,A,X,AX
sku22628,A,X,AX
sku27306,A,Z,AZ
sku10291,A,Z,AZ
sku27855,A,X,AX
sku13779,A,Z,AZ
sku7721,A,Z,AZ
sku10026,A,X,AX
sku25123,A,Z,AZ
sku21169,A,Y,AY
sku10660,A,X,AX
sku2737,A,Y,AY
sku26696,A,Z,AZ
sku23534,A,X,AX
sku17934,A,X,AX
sku5504,A,Z,AZ
sku18322,A,X,AX
sku23521,A,Z,AZ
sku21380,A,X,AX
sku20924,A,Z,AZ
sku27921,A,Y,AY
sku13770,A,Z,AZ
sku26894,A,X,AX
sku9077,A,Z,AZ
sku14423,A,Z,AZ
sku7898,A,X,AX
sku13337,A,Z,AZ
sku22712,A,Z,AZ
sku1771,A,Z,AZ
sku29950,A,Z,AZ
sku9327,A,Z,AZ
sku18345,A,Z,AZ
sku19300,A,X,AX
sku21903,A,Z,AZ
sku18113,A,Z,AZ
sku29123,A,X,AX
sku1716,A,X,AX
sku4848,A,X,AX
sku8636,A,Z,AZ
sku28011,A,X,AX
sku16474,A,X,AX
sku16834,A,Z,AZ
sku28326,A,Z,AZ
sku27212,A,Z,AZ
sku14977,A,X,AX
sku17371,A,Y,AY
sku19151,A,Y,AY
sku2171,A,Z,AZ
sku28640,A,Z,AZ
sku13785,A,Z,AZ
sku29247,A,Z,AZ
sku823,A,X,AX
sku7751,A,Z,AZ
sku15952,A,X,AX
sku15018,A,Z,AZ
sku9411,A,X,AX
sku19273,A,Z,AZ
sku794,A,Z,AZ
sku14469,A,Z,AZ
sku1286,A,Z,AZ
sku4225,A,Z,AZ
sku556,A,X,AX
sku20174,A,Z,AZ
sku19947,A,Z,AZ
sku8120,A,X,AX
sku24932,A,Y,AY
sku27956,A,Y,AY
sku14852,A,Z,AZ
sku23994,A,Z,AZ
sku14297,A,Y,AY
sku22960,A,X,AX
sku505,A,Z,AZ
sku23407,A,Z,AZ
sku25775,A,X,AX
sku14205,A,Z,AZ
sku23264,A,Z,AZ
sku14024,A,Z,AZ
sku4053,A,Z,AZ
sku10666,A,X,AX
sku25280,A,Z,AZ
sku15226,A,Z,AZ
sku24696,A,Z,AZ
sku7384,A,Z,AZ
sku20995,A,X,AX
sku5734,A,X,AX
sku12196,A,X,AX
sku2346,A,X,AX
sku18810,A,Z,AZ
sku23146,A,X,AX
sku8351,A,X,AX
sku22805,A,Z,AZ
sku21986,A,X,AX
sku28681,A,X,AX
sku9025,A,Z,AZ
sku28587,A,Z,AZ
sku19007,A,Z,AZ
sku14081,A,X,AX
sku30219,A,Z,AZ
sku19436,A,Z,AZ
sku20154,A,Z,AZ
sku29913,A,Z,AZ
sku21614,A,Z,AZ
sku5686,A,X,AX
sku15898,A,X,AX
sku26867,A,Z,AZ
sku6947,A,Z,AZ
sku26493,A,Z,AZ
sku30435,A,Z,AZ
sku18424,A,Z,AZ
sku3774,A,Z,AZ
sku28211,A,Z,AZ
sku20986,A,Z,AZ
sku11028,A,Z,AZ
sku968,A,Z,AZ
sku16570,A,Z,AZ
sku22570,A,Z,AZ
sku29514,A,Z,AZ
sku10804,A,Z,AZ
sku8380,A,Z,AZ
sku15917,A,X,AX
sku25161,A,X,AX
sku16199,A,Y,AY
sku20795,A,Z,AZ
sku24780,A,Z,AZ
sku30073,A,Z,AZ
sku28733,A,X,AX
sku8353,A,X,AX
sku15492,A,X,AX
sku28975,A,Z,AZ
sku11321,A,X,AX
sku25337,A,Z,AZ
sku28589,A,Z,AZ
sku4794,A,Z,AZ
sku17108,A,Z,AZ
sku18932,A,Z,AZ
sku13477,A,Z,AZ
sku20784,A,Z,AZ
sku16799,A,X,AX
sku12500,A,Z,AZ
sku24867,A,X,AX
sku5908,A,Z,AZ
sku16184,A,Z,AZ
sku21382,A,Z,AZ
sku10119,A,Z,AZ
sku17460,A,X,AX
sku3430,A,X,AX
sku13824,A,X,AX
sku14185,A,Z,AZ
sku5229,A,Z,AZ
sku17976,A,Z,AZ
sku3956,A,X,AX
sku30053,A,Z,AZ
sku19839,A,Z,AZ
sku12191,A,Z,AZ
sku3301,A,X,AX
sku16832,A,Z,AZ
sku6033,A,Y,AY
sku20807,A,Z,AZ
sku23853,A,X,AX
sku2307,A,X,AX
sku6627,A,Z,AZ
sku23738,A,Z,AZ
sku4431,A,Z,AZ
sku16854,A,X,AX
sku11685,A,X,AX
sku29330,A,X,AX
sku446,A,X,AX
sku8669,A,Z,AZ
sku14487,A,Z,AZ
sku6126,A,X,AX
sku26356,A,Z,AZ
sku7558,A,Z,AZ
sku28341,A,X,AX
sku25014,A,Y,AY
sku1075,A,X,AX
sku26506,A,Z,AZ
sku26195,A,X,AX
sku15740,A,Z,AZ
sku27746,A,Z,AZ
sku1354,A,Z,AZ
sku8516,A,Z,AZ
sku19977,A,X,AX
sku9979,A,X,AX
sku4962,A,X,AX
sku19873,A,Z,AZ
sku5837,A,Z,AZ
sku1632,A,Z,AZ
sku22235,A,Z,AZ
sku3778,A,Z,AZ
sku27294,A,X,AX
sku29740,A,Z,AZ
sku26908,A,Z,AZ
sku21850,A,Z,AZ
sku25416,A,Z,AZ
sku16572,A,Z,AZ
sku14541,A,Y,AY
sku2380,A,Z,AZ
sku20584,A,Z,AZ
sku29907,A,Z,AZ
sku1671,A,Z,AZ
sku13644,A,Z,AZ
sku28017,A,Z,AZ
sku19387,A,X,AX
sku22984,A,X,AX
sku17207,A,Z,AZ
sku8347,A,Y,AY
sku2822,A,Z,AZ
sku6888,A,X,AX
sku28323,A,Z,AZ
sku18681,A,X,AX
sku15208,A,X,AX
sku25211,A,Z,AZ
sku7123,A,X,AX
sku4831,A,Z,AZ
sku3172,A,Z,AZ
sku26898,A,Y,AY
sku12529,A,Z,AZ
sku11362,A,X,AX
sku534,A,Z,AZ
sku24662,A,Z,AZ
sku103,A,Z,AZ
sku16069,A,Z,AZ
sku14105,A,X,AX
sku7759,A,X,AX
sku629,A,Z,AZ
sku4158,A,Z,AZ
sku20710,A,Z,AZ
sku28932,A,Z,AZ
sku22924,A,X,AX
sku14511,A,Z,AZ
sku29886,A,Z,AZ
sku19474,A,X,AX
sku27140,A,Z,AZ
sku26359,A,Y,AY
sku90,A,X,AX
sku18565,A,X,AX
sku28945,A,Z,AZ
sku15225,A,X,AX
sku9815,A,Z,AZ
sku24407,A,X,AX
sku18634,A,X,AX
sku4307,A,X,AX
sku12667,A,Z,AZ
sku23915,A,Z,AZ
sku11814,A,X,AX
sku757,A,Z,AZ
sku805,A,Z,AZ
sku19221,A,Z,AZ
sku1918,A,X,AX
sku4477,A,Z,AZ
sku8487,A,Z,AZ
sku12812,A,Z,AZ
sku13977,A,Z,AZ
sku20336,A,Z,AZ
sku6309,A,Z,AZ
sku736,A,Z,AZ
sku14428,A,Z,AZ
sku27084,A,Z,AZ
sku9855,A,Z,AZ
sku10101,A,Z,AZ
sku22272,A,Z,AZ
sku17428,A,X,AX
sku24718,A,Z,AZ
sku10860,A,Z,AZ
sku25172,A,Z,AZ
sku5902,A,Z,AZ
sku6711,A,Z,AZ
sku671,A,Z,AZ
sku27459,A,X,AX
sku25562,A,Z,AZ
sku8199,A,Z,AZ
sku9929,A,Z,AZ
sku29904,A,X,AX
sku20400,A,Z,AZ
sku6765,A,Z,AZ
sku12515,A,Z,AZ
sku11103,A,Z,AZ
sku20037,A,Z,AZ
sku5813,A,Z,AZ
sku10255,A,Z,AZ
sku24921,A,X,AX
sku13794,A,Z,AZ
sku21151,A,Z,AZ
sku4369,A,Z,AZ
sku20441,A,Z,AZ
sku25193,A,Z,AZ
sku7752,A,Z,AZ
sku15232,A,X,AX
sku18325,A,X,AX
sku7339,A,Y,AY
sku14276,A,Z,AZ
sku29599,A,Z,AZ
sku11210,A,Z,AZ
sku22331,A,Y,AY
sku25389,A,Z,AZ
sku12651,A,Z,AZ
sku25728,A,Z,AZ
sku13470,A,Z,AZ
sku9683,A,Z,AZ
sku11167,A,X,AX
sku20297,A,Z,AZ
sku18219,A,X,AX
sku29029,A,X,AX
sku21463,A,Z,AZ
sku4050,A,Y,AY
sku15525,A,Z,AZ
sku28462,A,X,AX
sku2609,A,Z,AZ
sku742,A,X,AX
sku19489,A,Z,AZ
sku14920,A,Z,AZ
sku1215,A,X,AX
sku15333,A,Z,AZ
sku6855,A,Z,AZ
sku5755,A,X,AX
sku17704,A,Z,AZ
sku20603,A,Z,AZ
sku20932,A,Z,AZ
sku8470,A,Z,AZ
sku18128,A,Z,AZ
sku25845,A,Z,AZ
sku18422,A,Z,AZ
sku8587,A,Z,AZ
sku11308,A,Y,AY
sku11811,A,Z,AZ
sku21257,A,X,AX
sku26702,A,X,AX
sku6646,A,Z,AZ
sku13149,A,Z,AZ
sku28467,A,X,AX
sku29612,A,Z,AZ
sku8167,A,Z,AZ
sku12614,A,Z,AZ
sku8082,A,Z,AZ
sku25971,A,X,AX
sku18378,A,Z,AZ
sku1051,A,Z,AZ
sku901,A,X,AX
sku22981,A,Z,AZ
sku300,A,X,AX
sku11368,A,Z,AZ
sku12879,A,X,AX
sku7086,A,Z,AZ
sku21526,A,Z,AZ
sku28850,A,Z,AZ
sku9771,A,Y,AY
sku1467,A,Z,AZ
sku3836,A,Z,AZ
sku17319,A,Z,AZ
sku15933,A,Y,AY
sku18437,A,Z,AZ
sku18633,A,X,AX
sku5348,A,Y,AY
sku2504,A,X,AX
sku28981,A,Z,AZ
sku14496,A,Z,AZ
sku27699,A,Z,AZ
sku458,A,Z,AZ
sku22350,A,X,AX
sku444,A,Z,AZ
sku15975,A,Z,AZ
sku21014,A,Z,AZ
sku3358,A,X,AX
sku18895,A,Z,AZ
sku23330,A,Y,AY
sku29244,A,X,AX
sku22688,A,Z,AZ
sku25608,A,Z,AZ
sku9831,A,X,AX
sku9838,A,X,AX
sku14737,A,Y,AY
sku13912,A,X,AX
sku10829,A,X,AX
sku12612,A,X,AX
sku14004,A,Z,AZ
sku1522,A,Y,AY
sku8751,A,X,AX
sku23945,A,Z,AZ
sku29786,A,Z,AZ
sku28335,A,X,AX
sku11465,A,Z,AZ
sku25433,A,Z,AZ
sku2952,A,Z,AZ
sku2062,A,Z,AZ
sku14976,A,Z,AZ
sku15381,A,Z,AZ
sku12668,A,Z,AZ
sku24963,A,Z,AZ
sku28609,A,Z,AZ
sku6273,A,Z,AZ
sku17863,A,Z,AZ
sku14167,A,Z,AZ
sku18527,A,Z,AZ
sku21923,A,Z,AZ
sku21831,A,Z,AZ
sku1976,A,X,AX
sku17731,A,Y,AY
sku2455,A,Z,AZ
sku5345,A,X,AX
sku2993,A,X,AX
sku25381,A,Z,AZ
sku13328,A,Z,AZ
sku16995,A,Z,AZ
sku8294,A,X,AX
sku28453,A,Z,AZ
sku12737,A,X,AX
sku25091,A,Z,AZ
sku7798,A,Z,AZ
sku20882,A,Z,AZ
sku10891,A,Z,AZ
sku16966,A,Z,AZ
sku23556,A,X,AX
sku17689,A,Z,AZ
sku2131,A,Z,AZ
sku4685,A,Z,AZ
sku8092,A,Z,AZ
sku6474,A,Z,AZ
sku9647,A,X,AX
sku16689,A,Z,AZ
sku28352,A,Z,AZ
sku29787,A,Z,AZ
sku26115,A,X,AX
sku12998,A,Z,AZ
sku1112,A,Z,AZ
sku26144,A,Z,AZ
sku19545,A,X,AX
sku29501,A,Z,AZ
sku21124,A,Y,AY
sku6558,A,Z,AZ
sku22931,A,Y,AY
sku16728,A,Z,AZ
sku13330,A,Z,AZ
sku8945,A,Z,AZ
sku23526,A,Z,AZ
sku20597,A,Z,AZ
sku24540,A,Z,AZ
sku27044,A,Z,AZ
sku21030,A,Z,AZ
sku20878,A,Z,AZ
sku18764,A,Z,AZ
sku21145,A,Z,AZ
sku4500,A,Z,AZ
sku22098,A,Z,AZ
sku1212,A,Y,AY
sku11374,A,X,AX
sku11910,A,X,AX
sku10776,A,X,AX
sku8497,A,Z,AZ
sku23644,A,X,AX
sku16796,A,Z,AZ
sku6938,A,X,AX
sku715,A,X,AX
sku24400,A,X,AX
sku18587,A,X,AX
sku28895,A,X,AX
sku19970,A,Z,AZ
sku10957,A,X,AX
sku17766,A,Z,AZ
sku24006,A,X,AX
sku3016,A,Z,AZ
sku7269,A,Z,AZ
sku1019,A,Z,AZ
sku12461,A,Z,AZ
sku4468,A,Z,AZ
sku5458,A,Z,AZ
sku24581,A,Z,AZ
sku16352,A,Z,AZ
sku20658,A,Y,AY
sku12263,A,Z,AZ
sku28858,A,Z,AZ
sku21687,A,X,AX
sku23469,A,Z,AZ
sku18146,A,Z,AZ
sku19438,A,Y,AY
sku10411,A,X,AX
sku29325,A,X,AX
sku2791,A,Z,AZ
sku11033,A,Z,AZ
sku26715,A,Y,AY
sku1160,A,Z,AZ
sku23856,A,Z,AZ
sku7912,A,Z,AZ
sku26016,A,Z,AZ
sku7192,A,X,AX
sku1590,A,X,AX
sku22995,A,Z,AZ
sku6548,A,Z,AZ
sku24043,A,X,AX
sku20992,A,Y,AY
sku28697,A,Z,AZ
sku6160,A,Z,AZ
sku1643,A,Z,AZ
sku17122,A,Z,AZ
sku7460,A,Z,AZ
sku20484,A,Z,AZ
sku7577,A,Z,AZ
sku11856,A,X,AX
sku5622,A,Z,AZ
sku1814,A,X,AX
sku13105,A,X,AX
sku9587,A,Z,AZ
sku28380,A,Z,AZ
sku20461,A,X,AX
sku28293,A,Z,AZ
sku583,A,Y,AY
sku26236,A,X,AX
sku1260,A,Z,AZ
sku15708,A,X,AX
sku26371,A,X,AX
sku17190,A,Z,AZ
sku3500,A,X,AX
sku593,A,X,AX
sku18285,A,Z,AZ
sku26875,A,Z,AZ
sku15613,A,Z,AZ
sku21173,A,Z,AZ
sku4695,A,Z,AZ
sku22643,A,Z,AZ
sku9750,A,Z,AZ
sku6623,A,X,AX
sku14992,A,X,AX
sku8908,A,Z,AZ
sku10856,A,Z,AZ
sku552,A,X,AX
sku6914,A,Z,AZ
sku20700,A,Z,AZ
sku26657,A,X,AX
sku21855,A,X,AX
sku13463,A,Z,AZ
sku7990,A,Z,AZ
sku18358,A,X,AX
sku646,A,X,AX
sku19598,A,X,AX
sku1619,A,Y,AY
sku25760,A,X,AX
sku27465,A,Z,AZ
sku14409,A,Z,AZ
sku7588,A,Z,AZ
sku28515,A,X,AX
sku7112,A,Z,AZ
sku23670,A,Z,AZ
sku26101,A,Z,AZ
sku193,A,Z,AZ
sku314,A,X,AX
sku19045,A,Z,AZ
sku19864,A,Z,AZ
sku3890,A,Z,AZ
sku4141,A,X,AX
sku11287,A,X,AX
sku18583,A,Z,AZ
sku24850,A,X,AX
sku22962,A,Z,AZ
sku11577,A,X,AX
sku24847,A,X,AX
sku20113,A,Z,AZ
sku12979,A,X,AX
sku15736,A,Z,AZ
sku25393,A,X,AX
sku13581,A,Y,AY
sku28435,A,Z,AZ
sku6549,A,Z,AZ
sku3160,A,Z,AZ
sku22461,A,Z,AZ
sku15633,A,Z,AZ
sku30436,A,Z,AZ
sku24386,A,Z,AZ
sku10186,A,Z,AZ
sku21031,A,Z,AZ
sku29190,A,Z,AZ
sku13834,A,X,AX
sku21442,A,Z,AZ
sku17288,A,X,AX
sku19306,A,Z,AZ
sku10456,A,Z,AZ
sku18536,A,Z,AZ
sku11573,A,X,AX
sku10899,A,Z,AZ
sku887,A,X,AX
sku22364,A,Z,AZ
sku29595,A,X,AX
sku1222,A,Z,AZ
sku28557,A,X,AX
sku29382,A,Z,AZ
sku5777,A,Z,AZ
sku22690,A,Z,AZ
sku7146,A,Z,AZ
sku28102,A,Z,AZ
sku19745,A,X,AX
sku29921,A,Z,AZ
sku21003,A,X,AX
sku17534,A,Z,AZ
sku15510,A,Z,AZ
sku28311,A,Z,AZ
sku2553,A,X,AX
sku728,A,Z,AZ
sku14513,A,X,AX
sku18984,A,X,AX
sku3017,A,Z,AZ
sku8648,A,Z,AZ
sku18717,A,X,AX
sku22744,A,X,AX
sku13809,A,Z,AZ
sku19131,A,Z,AZ
sku9950,A,Z,AZ
sku3428,A,Z,AZ
sku2655,A,X,AX
sku7083,A,X,AX
sku3746,A,Z,AZ
sku1543,A,X,AX
sku20005,A,X,AX
sku22266,A,Z,AZ
sku7118,A,Y,AY
sku10008,A,Z,AZ
sku4498,A,Z,AZ
sku12539,A,Z,AZ
sku16123,A,X,AX
sku17693,A,Z,AZ
sku4435,A,X,AX
sku4219,A,Z,AZ
sku307,A,Z,AZ
sku17484,A,Z,AZ
sku21343,A,X,AX
sku828,A,Z,AZ
sku16562,A,X,AX
sku1017,A,Z,AZ
sku20076,A,Z,AZ
sku19919,A,Y,AY
sku14099,A,Z,AZ
sku14011,A,Z,AZ
sku14172,A,Z,AZ
sku591,A,Z,AZ
sku27027,A,X,AX
sku8190,A,Z,AZ
sku18240,A,X,AX
sku22993,A,Z,AZ
sku26685,A,Z,AZ
sku4222,A,Z,AZ
sku25723,A,Y,AY
sku23046,A,X,AX
sku16727,A,Y,AY
sku12377,A,Z,AZ
sku18812,A,Z,AZ
sku20225,A,Z,AZ
sku1185,A,Z,AZ
sku16231,A,X,AX
sku17057,A,X,AX
sku23293,A,Z,AZ
sku20053,A,Z,AZ
sku19775,A,X,AX
sku8619,A,Z,AZ
sku30358,A,Z,AZ
sku14072,A,X,AX
sku8518,A,Y,AY
sku12548,A,Z,AZ
sku29593,A,Z,AZ
sku17643,A,X,AX
sku10791,A,Z,AZ
sku29124,A,Y,AY
sku2618,A,Z,AZ
sku24517,A,X,AX
sku18279,A,Z,AZ
sku4630,A,X,AX
sku5029,A,Z,AZ
sku5234,A,Z,AZ
sku9944,A,Z,AZ
sku3911,A,Z,AZ
sku25026,A,X,AX
sku22006,A,Z,AZ
sku28149,A,X,AX
sku21020,A,Z,AZ
sku24302,A,Z,AZ
sku18837,A,Z,AZ
sku25515,A,Z,AZ
sku22878,A,X,AX
sku10012,A,Z,AZ
sku17283,A,X,AX
sku19326,A,X,AX
sku12933,A,Z,AZ
sku29089,A,Z,AZ
sku25048,A,Z,AZ
sku10236,A,X,AX
sku19529,A,Z,AZ
sku14558,A,Y,AY
sku19698,A,X,AX
sku5084,A,Z,AZ
sku10516,A,Z,AZ
sku4574,A,X,AX
sku25698,A,Z,AZ
sku18855,A,Z,AZ
sku15098,A,Z,AZ
sku24021,A,Z,AZ
sku945,A,Z,AZ
sku2126,A,Z,AZ
sku4614,A,Z,AZ
sku13721,A,Z,AZ
sku14495,A,Z,AZ
sku3118,A,Z,AZ
sku29641,A,Z,AZ
sku5899,A,Z,AZ
sku17612,A,X,AX
sku278,A,Z,AZ
sku18034,A,Z,AZ
sku29395,A,Z,AZ
sku12825,A,Z,AZ
sku13112,A,Z,AZ
sku3315,A,Z,AZ
sku18014,A,Z,AZ
sku30454,A,X,AX
sku16496,A,Z,AZ
sku11930,A,X,AX
sku29049,A,Z,AZ
sku386,A,Y,AY
sku5519,A,X,AX
sku1783,A,Z,AZ
sku21647,A,Z,AZ
sku24632,A,Z,AZ
sku19942,A,X,AX
sku15113,A,Z,AZ
sku9172,A,X,AX
sku17939,A,Z,AZ
sku19772,A,X,AX
sku17655,A,X,AX
sku4618,A,Z,AZ
sku30509,A,Z,AZ
sku9837,A,Y,AY
sku28995,A,Z,AZ
sku20428,A,X,AX
sku5784,A,Z,AZ
sku25944,A,X,AX
sku11891,A,X,AX
sku28238,A,Z,AZ
sku13155,A,Z,AZ
sku20119,A,Z,AZ
sku20778,A,Z,AZ
sku4698,A,Z,AZ
sku28198,A,Z,AZ
sku5779,A,Z,AZ
sku21424,A,Z,AZ
sku28328,A,Z,AZ
sku4868,A,Z,AZ
sku30273,A,X,AX
sku11944,A,X,AX
sku4143,A,Z,AZ
sku10003,A,X,AX
sku1501,A,X,AX
sku29216,A,X,AX
sku3090,A,Z,AZ
sku13959,A,Z,AZ
sku2301,A,Z,AZ
sku24623,A,Y,AY
sku24321,A,Z,AZ
sku14635,A,X,AX
sku862,A,Y,AY
sku12077,A,Z,AZ
sku14641,A,X,AX
sku25800,A,Y,AY
sku22105,A,Z,AZ
sku8336,A,Z,AZ
sku18511,A,Z,AZ
sku3620,A,Z,AZ
sku13311,A,Z,AZ
sku29697,A,Z,AZ
sku1006,A,Z,AZ
sku1718,A,Z,AZ
sku21081,A,Z,AZ
sku15732,A,Z,AZ
sku22047,A,Z,AZ
sku25542,A,Z,AZ
sku7735,A,X,AX
sku8273,A,Y,AY
sku23916,A,Z,AZ
sku20800,A,Z,AZ
sku2431,A,Z,AZ
sku5677,A,Z,AZ
sku28941,A,Y,AY
sku15332,A,X,AX
sku17041,A,Z,AZ
sku12741,A,Z,AZ
sku6553,A,Z,AZ
sku29360,A,Z,AZ
sku7291,A,Z,AZ
sku3765,A,X,AX
sku24241,A,Y,AY
sku25768,A,Z,AZ
sku7330,A,Z,AZ
sku30188,A,X,AX
sku23019,A,Z,AZ
sku26006,A,Z,AZ
sku29425,A,Z,AZ
sku25342,A,Y,AY
sku25843,A,Z,AZ
sku1878,A,Z,AZ
sku10764,A,Z,AZ
sku5736,A,Z,AZ
sku17578,A,Z,AZ
sku1249,A,Z,AZ
sku12971,A,Z,AZ
sku23162,A,Z,AZ
sku3588,A,Z,AZ
sku11331,A,Z,AZ
sku12276,A,Z,AZ
sku19503,A,X,AX
sku20416,A,X,AX
sku6785,A,Z,AZ
sku15399,A,Z,AZ
sku23214,A,Z,AZ
sku22774,A,Z,AZ
sku24134,A,Z,AZ
sku24078,A,Z,AZ
sku4920,A,X,AX
sku5035,A,Z,AZ
sku20933,A,X,AX
sku23047,A,Z,AZ
sku23719,A,X,AX
sku3769,A,Z,AZ
sku26774,A,Z,AZ
sku1363,A,Z,AZ
sku21502,A,Z,AZ
sku935,A,Z,AZ
sku22815,A,Z,AZ
sku24648,A,X,AX
sku23185,A,X,AX
sku8510,A,Z,AZ
sku6075,A,Z,AZ
sku13767,A,Z,AZ
sku15354,A,Z,AZ
sku6723,A,Z,AZ
sku23455,A,Z,AZ
sku29037,A,Y,AY
sku17668,A,Y,AY
sku21629,A,Z,AZ
sku9539,A,Z,AZ
sku185,A,Z,AZ
sku12134,A,Z,AZ
sku28526,A,Z,AZ
sku17859,A,X,AX
sku20204,A,Z,AZ
sku21610,A,X,AX
sku22549,A,Z,AZ
sku3870,A,Z,AZ
sku15649,A,X,AX
sku190,A,Z,AZ
sku4250,A,Z,AZ
sku8909,A,Z,AZ
sku3329,A,Z,AZ
sku11852,A,Z,AZ
sku5469,A,Y,AY
sku17867,A,Z,AZ
sku11267,A,X,AX
sku7716,A,Z,AZ
sku7852,A,Z,AZ
sku29809,A,X,AX
sku8389,A,Z,AZ
sku4818,A,Z,AZ
sku14063,A,X,AX
sku1245,A,Z,AZ
sku11919,A,Z,AZ
sku19804,A,Z,AZ
sku28861,A,Z,AZ
sku12994,A,Z,AZ
sku29802,A,Z,AZ
sku11151,A,Z,AZ
sku10073,A,X,AX
sku22820,A,X,AX
sku20854,A,X,AX
sku21974,A,Z,AZ
sku6404,A,X,AX
sku16268,A,Z,AZ
sku1110,A,Z,AZ
sku18191,A,Z,AZ
sku655,A,X,AX
sku19870,A,X,AX
sku11285,A,Z,AZ
sku29213,A,Z,AZ
sku28694,A,Z,AZ
sku18131,A,Z,AZ
sku19343,A,Y,AY
sku20780,A,Z,AZ
sku30498,A,X,AX
sku10765,A,Z,AZ
sku2685,A,Z,AZ
sku7120,A,Z,AZ
sku24708,A,Z,AZ
sku2404,A,Z,AZ
sku22835,A,X,AX
sku9231,A,Z,AZ
sku14391,A,X,AX
sku20497,A,Z,AZ
sku7038,A,X,AX
sku18160,A,Z,AZ
sku1515,A,Z,AZ
sku3384,A,Z,AZ
sku2460,A,Z,AZ
sku15605,A,Z,AZ
sku5177,A,Y,AY
sku5552,A,X,AX
sku5059,A,Z,AZ
sku1474,A,Z,AZ
sku19049,A,Z,AZ
sku18621,A,Z,AZ
sku20908,A,Z,AZ
sku8156,A,X,AX
sku8646,A,Z,AZ
sku23418,A,Z,AZ
sku3602,A,Z,AZ
sku8237,A,Z,AZ
sku26363,A,X,AX
sku27739,A,X,AX
sku18041,A,Z,AZ
sku8134,A,Z,AZ
sku30550,A,X,AX
sku2372,A,X,AX
sku12881,A,Z,AZ
sku24053,A,X,AX
sku10642,A,Y,AY
sku121,A,Z,AZ
sku28851,A,Z,AZ
sku19184,A,Z,AZ
sku22923,A,Y,AY
sku9060,A,Z,AZ
sku20454,A,Z,AZ
sku882,A,X,AX
sku19710,A,Z,AZ
sku18341,A,X,AX
sku21759,A,Z,AZ
sku27464,A,X,AX
sku7560,A,Z,AZ
sku149,A,Z,AZ
sku29149,A,Z,AZ
sku13378,A,Z,AZ
sku29276,A,X,AX
sku24142,A,Z,AZ
sku27353,A,Z,AZ
sku25489,A,X,AX
sku9903,A,Z,AZ
sku15234,A,Z,AZ
sku28747,A,Z,AZ
sku1347,A,Z,AZ
sku8654,A,Z,AZ
sku16746,A,X,AX
sku11674,A,Z,AZ
sku29293,A,Y,AY
sku29131,A,X,AX
sku9656,A,Z,AZ
sku14701,A,X,AX
sku12552,A,Z,AZ
sku20192,A,X,AX
sku12325,A,Z,AZ
sku21987,A,Z,AZ
sku13595,A,Z,AZ
sku8008,A,X,AX
sku21294,A,X,AX
sku5985,A,Z,AZ
sku17048,A,Z,AZ
sku2332,A,Z,AZ
sku7782,A,Z,AZ
sku15442,A,Z,AZ
sku12382,A,Z,AZ
sku20274,A,Z,AZ
sku7871,A,Z,AZ
sku16869,A,Z,AZ
sku14625,A,Y,AY
sku18153,A,X,AX
sku17311,A,X,AX
sku16146,A,X,AX
sku3327,A,Z,AZ
sku2717,A,Z,AZ
sku27895,A,Z,AZ
sku11799,A,Z,AZ
sku28915,A,Y,AY
sku10576,A,X,AX
sku1621,A,X,AX
sku6039,A,Y,AY
sku5146,A,Z,AZ
sku23055,A,Z,AZ
sku5764,A,Z,AZ
sku17714,A,Z,AZ
sku10288,A,X,AX
sku23049,A,X,AX
sku13705,A,X,AX
sku13878,A,Z,AZ
sku27613,A,Z,AZ
sku18954,A,Y,AY
sku23904,A,X,AX
sku4812,A,Z,AZ
sku2556,A,Z,AZ
sku25484,A,Z,AZ
sku23151,A,Z,AZ
sku26339,A,X,AX
sku13991,A,Y,AY
sku17960,A,Z,AZ
sku22519,A,Z,AZ
sku14845,A,Z,AZ
sku25738,A,Z,AZ
sku17626,A,Y,AY
sku2470,A,Z,AZ
sku13259,A,Z,AZ
sku15489,A,Z,AZ
sku24528,A,X,AX
sku3805,A,Z,AZ
sku16168,A,X,AX
sku15796,A,Z,AZ
sku1368,A,X,AX
sku21457,A,Z,AZ
sku12805,A,Z,AZ
sku13288,A,X,AX
sku191,A,Z,AZ
sku19780,A,Z,AZ
sku10998,A,Z,AZ
sku7537,A,Z,AZ
sku23580,A,X,AX
sku5514,A,X,AX
sku26297,A,Z,AZ
sku3367,A,Z,AZ
sku6893,A,Z,AZ
sku12136,A,Z,AZ
sku21604,A,Z,AZ
sku11604,A,X,AX
sku10749,A,Z,AZ
sku18415,A,X,AX
sku27558,A,Z,AZ
sku6763,A,X,AX
sku23775,A,Z,AZ
